VaccDscaff1-augustus-gene-151.18	0	0	0	0	1	0
VaccDscaff1-augustus-gene-151.20	0	0	0	0	0	0
VaccDscaff1-augustus-gene-151.21	0	4	0	10	0	4
VaccDscaff1-augustus-gene-152.15	0	0	0	0	0	0
VaccDscaff1-augustus-gene-152.20	0	0	0	0	0	1
VaccDscaff1-augustus-gene-153.12	0	0	0	0	0	0
VaccDscaff1-augustus-gene-153.16	0	1	0	0	0	1
VaccDscaff1-augustus-gene-154.21	0	2	4	0	0	0
VaccDscaff1-augustus-gene-154.22	0	0	0	1	0	0
VaccDscaff1-augustus-gene-154.24	0	0	0	0	1	0
VaccDscaff1-augustus-gene-155.25	6	0	1	0	1	3
VaccDscaff1-augustus-gene-155.27	1	6	4	2	8	8
VaccDscaff1-augustus-gene-155.32	2	0	2	2	2	0
VaccDscaff1-augustus-gene-158.27	0	0	0	2	2	0
VaccDscaff1-augustus-gene-159.15	285	171	463	114	365	99
VaccDscaff1-augustus-gene-16.27	0	0	2	0	0	0
VaccDscaff1-augustus-gene-16.30	20	8	13	3	7	20
VaccDscaff1-augustus-gene-16.36	10	0	9	3	4	0
VaccDscaff1-augustus-gene-160.34	0	0	0	0	0	0
VaccDscaff1-augustus-gene-160.35	0	10	2	6	0	2
VaccDscaff1-augustus-gene-160.36	0	0	0	0	0	4
VaccDscaff1-augustus-gene-161.26	8	0	6	6	4	12
VaccDscaff1-augustus-gene-161.31	0	0	0	0	0	0
VaccDscaff1-augustus-gene-162.24	0	2	0	0	2	0
VaccDscaff1-augustus-gene-162.25	2	0	2	2	0	0
VaccDscaff1-augustus-gene-162.26	0	0	0	0	0	0
VaccDscaff1-augustus-gene-162.27	0	2	1	2	0	0
VaccDscaff1-augustus-gene-163.28	4	0	0	0	0	0
VaccDscaff1-augustus-gene-163.29	0	10	0	0	0	0
VaccDscaff1-augustus-gene-163.30	49	4	22	86	64	33
VaccDscaff1-augustus-gene-164.28	0	0	0	0	0	0
VaccDscaff1-augustus-gene-165.47	0	5	2	0	0	6
VaccDscaff1-augustus-gene-165.48	0	0	0	0	0	0
VaccDscaff1-augustus-gene-167.31	4	2	2	0	8	6
VaccDscaff1-augustus-gene-167.33	0	2	6	0	0	2
VaccDscaff1-augustus-gene-167.35	4	9	0	0	0	0
VaccDscaff1-augustus-gene-168.22	2	0	0	0	0	8
VaccDscaff1-augustus-gene-169.16	2	0	0	4	4	0
VaccDscaff1-augustus-gene-169.17	0	0	0	0	0	0
VaccDscaff1-augustus-gene-170.31	5	14	16	8	20	2
VaccDscaff1-augustus-gene-171.28	0	0	0	0	0	0
VaccDscaff1-augustus-gene-171.29	0	0	0	0	0	0
VaccDscaff1-augustus-gene-172.25	0	0	0	0	0	0
VaccDscaff1-augustus-gene-172.27	0	6	0	0	0	0
VaccDscaff1-augustus-gene-172.29	0	2	0	1	0	0
VaccDscaff1-augustus-gene-172.31	0	0	0	0	0	0
VaccDscaff1-augustus-gene-172.32	0	0	0	0	1	0
VaccDscaff1-augustus-gene-173.28	2	6	6	6	10	8
VaccDscaff1-augustus-gene-174.30	0	0	0	6	0	0
VaccDscaff1-augustus-gene-174.31	0	1	2	0	0	2
VaccDscaff1-augustus-gene-176.29	0	0	0	4	0	14
VaccDscaff1-augustus-gene-177.17	0	2	0	0	0	0
VaccDscaff1-augustus-gene-177.18	0	0	2	0	0	0
VaccDscaff1-augustus-gene-178.22	0	0	0	0	0	4
VaccDscaff1-augustus-gene-178.24	0	0	4	0	2	0
VaccDscaff1-augustus-gene-18.40	115	450	302	13	111	249
VaccDscaff1-augustus-gene-18.42	0	0	0	0	0	0
VaccDscaff1-augustus-gene-18.48	0	0	0	0	0	0
VaccDscaff1-augustus-gene-18.49	0	0	0	0	0	0
VaccDscaff1-augustus-gene-18.51	0	0	0	0	0	0
VaccDscaff1-augustus-gene-18.52	0	5	3	5	2	2
VaccDscaff1-augustus-gene-182.23	0	9	6	0	6	13
VaccDscaff1-augustus-gene-182.24	0	3	2	0	4	0
VaccDscaff1-augustus-gene-182.25	0	0	0	0	0	0
VaccDscaff1-augustus-gene-183.45	3	0	0	2	3	6
VaccDscaff1-augustus-gene-183.46	39022	13168	28022	8770	51785	14201
VaccDscaff1-augustus-gene-183.47	119094	48016	86550	29753	140863	50313
VaccDscaff1-augustus-gene-183.48	362	166	350	256	293	187
VaccDscaff1-augustus-gene-183.49	47	11	23	12	34	10
VaccDscaff1-augustus-gene-184.13	0	0	0	0	0	0
VaccDscaff1-augustus-gene-184.14	0	0	0	2	0	5
VaccDscaff1-augustus-gene-185.20	0	0	10	10	0	4
VaccDscaff1-augustus-gene-185.22	6	0	8	12	4	8
VaccDscaff1-augustus-gene-186.19	0	0	4	9	2	0
VaccDscaff1-augustus-gene-187.25	0	0	3	3	2	0
VaccDscaff1-augustus-gene-187.26	14	6	4	2	12	0
VaccDscaff1-augustus-gene-187.27	0	0	4	0	0	2
VaccDscaff1-augustus-gene-187.28	4	2	0	0	0	2
VaccDscaff1-augustus-gene-187.29	0	0	2	0	0	4
VaccDscaff1-augustus-gene-188.20	0	0	0	0	0	0
VaccDscaff1-augustus-gene-188.21	2	0	0	0	0	0
VaccDscaff1-augustus-gene-188.22	0	0	10	8	0	0
VaccDscaff1-augustus-gene-188.23	0	2	0	7	0	0
VaccDscaff1-augustus-gene-188.24	2	2	8	10	0	4
VaccDscaff1-augustus-gene-189.18	10	10	20	17	0	2
VaccDscaff1-augustus-gene-189.21	8	3	7	50	0	9
VaccDscaff1-augustus-gene-19.23	8	9	28	7	4	2
VaccDscaff1-augustus-gene-19.24	0	9	6	8	6	5
VaccDscaff1-augustus-gene-190.12	0	0	0	0	0	0
VaccDscaff1-augustus-gene-190.13	0	0	0	1	0	0
VaccDscaff1-augustus-gene-191.20	0	0	6	0	0	0
VaccDscaff1-augustus-gene-192.20	0	0	4	0	0	0
VaccDscaff1-augustus-gene-192.21	4	6	12	10	0	0
VaccDscaff1-augustus-gene-192.22	0	0	0	0	0	0
VaccDscaff1-augustus-gene-193.17	10	0	3	6	0	0
VaccDscaff1-augustus-gene-193.18	2	3	0	4	0	0
VaccDscaff1-augustus-gene-193.19	32	25	50	31	24	29
VaccDscaff1-augustus-gene-194.12	0	2	6	0	0	8
VaccDscaff1-augustus-gene-195.32	20	3	1	8	10	2
VaccDscaff1-augustus-gene-195.33	13	37	8	12	4	16
VaccDscaff1-augustus-gene-195.34	4	0	0	0	0	0
VaccDscaff1-augustus-gene-195.36	0	0	0	0	0	0
VaccDscaff1-augustus-gene-196.35	0	0	0	0	0	0
VaccDscaff1-augustus-gene-197.40	0	0	0	0	0	0
VaccDscaff1-augustus-gene-197.41	0	6	5	2	4	4
VaccDscaff1-augustus-gene-198.25	0	4	2	4	4	0
VaccDscaff1-augustus-gene-198.27	0	0	4	4	8	6
VaccDscaff1-augustus-gene-199.25	0	0	1	0	0	0
VaccDscaff1-augustus-gene-199.26	0	0	0	0	0	0
VaccDscaff1-augustus-gene-199.27	221	258	296	368	262	297
VaccDscaff1-augustus-gene-199.29	1765	1	360	3	1180	2
VaccDscaff1-augustus-gene-199.30	4	0	8	4	4	2
VaccDscaff1-augustus-gene-2.18	1	4	2	2	4	8
VaccDscaff1-augustus-gene-2.20	0	0	0	0	0	0
VaccDscaff1-augustus-gene-20.21	5	16	6	30	2	2
VaccDscaff1-augustus-gene-20.23	0	0	0	1	1	0
VaccDscaff1-augustus-gene-20.24	0	4	0	0	0	0
VaccDscaff1-augustus-gene-20.25	0	0	0	0	0	0
VaccDscaff1-augustus-gene-20.26	4	0	0	2	2	0
VaccDscaff1-augustus-gene-20.27	0	0	0	0	0	0
VaccDscaff1-augustus-gene-20.28	0	0	0	4	0	0
VaccDscaff1-augustus-gene-200.19	0	0	0	0	0	0
VaccDscaff1-augustus-gene-200.20	4	6	28	1	13	17
VaccDscaff1-augustus-gene-200.22	55	70	100	38	47	43
VaccDscaff1-augustus-gene-200.23	4	6	2	2	0	2
VaccDscaff1-augustus-gene-201.20	112	36	207	46	155	29
VaccDscaff1-augustus-gene-202.28	0	0	0	0	0	0
VaccDscaff1-augustus-gene-202.29	0	0	0	0	0	0
VaccDscaff1-augustus-gene-203.14	0	0	0	0	0	0
VaccDscaff1-augustus-gene-203.15	9	12	10	2	19	4
VaccDscaff1-augustus-gene-206.21	2	0	2	9	0	0
VaccDscaff1-augustus-gene-207.23	0	3	16	20	4	10
VaccDscaff1-augustus-gene-209.13	36	163	117	121	89	139
VaccDscaff1-augustus-gene-21.20	4	2	0	4	0	2
VaccDscaff1-augustus-gene-21.22	6	9	6	24	2	20
VaccDscaff1-augustus-gene-21.23	0	0	0	0	0	0
VaccDscaff1-augustus-gene-210.29	0	0	4	0	0	6
VaccDscaff1-augustus-gene-210.30	0	0	0	0	0	0
VaccDscaff1-augustus-gene-210.31	0	0	2	2	0	0
VaccDscaff1-augustus-gene-210.32	0	0	0	0	0	0
VaccDscaff1-augustus-gene-210.33	8	0	19	22	20	4
VaccDscaff1-augustus-gene-210.34	0	4	0	0	0	10
VaccDscaff1-augustus-gene-211.16	1	6	8	4	6	2
VaccDscaff1-augustus-gene-212.15	1	0	5	2	2	0
VaccDscaff1-augustus-gene-212.19	10	8	19	5	0	9
VaccDscaff1-augustus-gene-214.11	19	91	20	76	21	99
VaccDscaff1-augustus-gene-214.13	8	2	4	11	20	6
VaccDscaff1-augustus-gene-216.18	2	14	14	2	2	22
VaccDscaff1-augustus-gene-216.19	0	0	0	0	0	0
VaccDscaff1-augustus-gene-217.15	0	0	0	0	0	0
VaccDscaff1-augustus-gene-217.16	0	0	0	0	0	0
VaccDscaff1-augustus-gene-218.14	1	0	0	0	0	0
VaccDscaff1-augustus-gene-219.31	0	5	0	8	0	4
VaccDscaff1-augustus-gene-219.32	1	5	13	8	0	0
VaccDscaff1-augustus-gene-219.33	0	0	0	0	0	0
VaccDscaff1-augustus-gene-22.33	2	46	7	14	0	56
VaccDscaff1-augustus-gene-22.34	0	0	10	0	0	0
VaccDscaff1-augustus-gene-22.35	4	0	26	0	0	0
VaccDscaff1-augustus-gene-22.36	0	0	0	0	4	2
VaccDscaff1-augustus-gene-22.38	0	0	0	0	0	0
VaccDscaff1-augustus-gene-22.44	0	0	0	0	1	0
VaccDscaff1-augustus-gene-22.45	0	0	0	0	0	0
VaccDscaff1-augustus-gene-220.29	4	15	22	6	10	9
VaccDscaff1-augustus-gene-220.30	0	2	0	0	0	8
VaccDscaff1-augustus-gene-225.34	0	2	0	6	6	8
VaccDscaff1-augustus-gene-228.17	4	0	0	0	4	2
VaccDscaff1-augustus-gene-229.27	0	0	0	4	0	0
VaccDscaff1-augustus-gene-23.22	0	0	0	0	0	0
VaccDscaff1-augustus-gene-23.26	0	0	8	4	1	6
VaccDscaff1-augustus-gene-232.24	0	0	0	0	0	0
VaccDscaff1-augustus-gene-233.17	0	0	2	4	6	6
VaccDscaff1-augustus-gene-233.20	0	0	0	0	0	0
VaccDscaff1-augustus-gene-234.22	0	3	0	0	0	0
VaccDscaff1-augustus-gene-234.26	4	2	6	4	0	0
VaccDscaff1-augustus-gene-236.25	0	7	6	0	2	6
VaccDscaff1-augustus-gene-236.27	0	0	0	0	0	0
VaccDscaff1-augustus-gene-236.29	0	22	8	31	0	11
VaccDscaff1-augustus-gene-237.20	0	0	0	0	0	0
VaccDscaff1-augustus-gene-237.22	15	26	24	21	5	8
VaccDscaff1-augustus-gene-237.23	2	0	6	6	2	0
VaccDscaff1-augustus-gene-237.24	0	0	0	0	0	0
VaccDscaff1-augustus-gene-238.30	0	0	0	0	0	0
VaccDscaff1-augustus-gene-238.31	0	0	0	0	0	1
VaccDscaff1-augustus-gene-238.32	0	0	0	0	0	0
VaccDscaff1-augustus-gene-238.33	4	2	0	0	0	0
VaccDscaff1-augustus-gene-239.29	0	6	0	1	0	2
VaccDscaff1-augustus-gene-239.30	0	0	0	0	0	0
VaccDscaff1-augustus-gene-239.31	0	0	0	0	0	4
VaccDscaff1-augustus-gene-24.27	17	71	38	20	56	35
VaccDscaff1-augustus-gene-24.30	0	0	0	0	0	0
VaccDscaff1-augustus-gene-24.31	0	0	0	0	0	0
VaccDscaff1-augustus-gene-24.32	2	0	0	0	0	0
VaccDscaff1-augustus-gene-24.33	0	0	8	12	18	8
VaccDscaff1-augustus-gene-24.34	17	77	34	181	12	56
VaccDscaff1-augustus-gene-24.35	12	6	24	13	6	8
VaccDscaff1-augustus-gene-24.36	2	0	8	14	8	6
VaccDscaff1-augustus-gene-241.24	0	0	0	0	0	0
VaccDscaff1-augustus-gene-241.25	0	41	2	30	10	33
VaccDscaff1-augustus-gene-242.17	0	0	0	0	0	0
VaccDscaff1-augustus-gene-246.24	0	0	0	0	0	0
VaccDscaff1-augustus-gene-246.27	0	0	0	0	0	0
VaccDscaff1-augustus-gene-247.15	0	6	2	6	2	4
VaccDscaff1-augustus-gene-247.16	2	0	0	4	0	0
VaccDscaff1-augustus-gene-247.17	0	0	2	2	0	10
VaccDscaff1-augustus-gene-25.24	0	0	0	0	0	0
VaccDscaff1-augustus-gene-25.26	2	1	0	1	0	0
VaccDscaff1-augustus-gene-25.31	0	0	0	0	0	0
VaccDscaff1-augustus-gene-25.34	0	8	6	4	1	2
VaccDscaff1-augustus-gene-251.24	20	8	82	12	135	0
VaccDscaff1-augustus-gene-252.32	0	0	0	0	0	0
VaccDscaff1-augustus-gene-252.33	4	12	8	16	4	7
VaccDscaff1-augustus-gene-253.28	0	0	2	5	2	0
VaccDscaff1-augustus-gene-253.29	0	0	0	2	0	2
VaccDscaff1-augustus-gene-253.30	0	0	0	0	0	0
VaccDscaff1-augustus-gene-254.25	0	0	1	2	0	0
VaccDscaff1-augustus-gene-255.30	2	2	9	0	0	0
VaccDscaff1-augustus-gene-255.36	0	2	0	3	2	6
VaccDscaff1-augustus-gene-256.29	4	15	1	12	1	6
VaccDscaff1-augustus-gene-256.30	6	12	12	9	10	3
VaccDscaff1-augustus-gene-257.20	0	0	2	4	0	0
VaccDscaff1-augustus-gene-257.21	0	0	0	0	0	0
VaccDscaff1-augustus-gene-257.22	2	7	0	6	0	0
VaccDscaff1-augustus-gene-258.34	12	29	20	33	2	21
VaccDscaff1-augustus-gene-259.28	4	2	2	16	12	4
VaccDscaff1-augustus-gene-259.29	0	0	0	0	0	0
VaccDscaff1-augustus-gene-260.29	12	6	12	10	10	2
VaccDscaff1-augustus-gene-260.30	0	2	18	4	0	12
VaccDscaff1-augustus-gene-260.32	0	4	2	3	0	0
VaccDscaff1-augustus-gene-261.24	2	0	0	4	0	0
VaccDscaff1-augustus-gene-261.25	0	0	0	0	0	0
VaccDscaff1-augustus-gene-263.22	0	1	0	0	0	1
VaccDscaff1-augustus-gene-263.24	0	0	0	0	0	0
VaccDscaff1-augustus-gene-263.27	0	0	0	0	0	0
VaccDscaff1-augustus-gene-264.28	0	4	0	2	0	2
VaccDscaff1-augustus-gene-267.26	0	4	0	3	0	0
VaccDscaff1-augustus-gene-267.27	0	50	0	19	0	26
VaccDscaff1-augustus-gene-267.28	0	0	0	0	0	0
VaccDscaff1-augustus-gene-267.30	10	4	8	2	2	2
VaccDscaff1-augustus-gene-268.28	10	7	6	7	12	27
VaccDscaff1-augustus-gene-268.29	0	3	0	0	0	4
VaccDscaff1-augustus-gene-268.31	0	0	0	0	0	0
VaccDscaff1-augustus-gene-269.27	0	0	0	0	0	0
VaccDscaff1-augustus-gene-269.29	0	0	0	0	0	0
VaccDscaff1-augustus-gene-269.32	0	0	0	0	0	0
VaccDscaff1-augustus-gene-27.29	0	0	0	0	0	0
VaccDscaff1-augustus-gene-27.31	0	0	0	0	0	0
VaccDscaff1-augustus-gene-27.32	0	0	0	0	0	0
VaccDscaff1-augustus-gene-270.26	36	10	75	12	32	9
VaccDscaff1-augustus-gene-270.27	0	0	0	0	0	0
VaccDscaff1-augustus-gene-271.13	10	7	4	16	7	2
VaccDscaff1-augustus-gene-271.14	1	0	15	7	1	0
VaccDscaff1-augustus-gene-272.20	0	2	0	0	0	0
VaccDscaff1-augustus-gene-272.21	0	0	0	0	4	1
VaccDscaff1-augustus-gene-273.42	0	0	4	0	0	0
VaccDscaff1-augustus-gene-274.25	0	0	0	0	0	0
VaccDscaff1-augustus-gene-274.26	0	0	0	0	0	0
VaccDscaff1-augustus-gene-274.29	17	21	21	39	18	32
VaccDscaff1-augustus-gene-276.16	0	0	14	20	6	1
VaccDscaff1-augustus-gene-276.17	0	6	20	4	0	0
VaccDscaff1-augustus-gene-276.18	7	0	8	0	0	2
VaccDscaff1-augustus-gene-277.25	0	0	0	0	0	1
VaccDscaff1-augustus-gene-278.21	0	2	4	2	0	0
VaccDscaff1-augustus-gene-278.25	0	0	0	0	0	0
VaccDscaff1-augustus-gene-278.26	0	0	0	0	0	0
VaccDscaff1-augustus-gene-279.11	0	2	2	4	0	0
VaccDscaff1-augustus-gene-28.21	0	0	0	0	0	0
VaccDscaff1-augustus-gene-28.22	0	0	0	0	0	0
VaccDscaff1-augustus-gene-28.23	0	0	0	0	0	0
VaccDscaff1-augustus-gene-28.24	0	3	0	0	0	1
VaccDscaff1-augustus-gene-280.22	0	0	0	0	0	2
VaccDscaff1-augustus-gene-282.18	0	4	0	5	0	2
VaccDscaff1-augustus-gene-282.19	0	0	5	4	0	0
VaccDscaff1-augustus-gene-282.20	0	0	0	0	0	0
VaccDscaff1-augustus-gene-283.21	17	20	6	12	8	6
VaccDscaff1-augustus-gene-283.24	0	10	2	5	4	8
VaccDscaff1-augustus-gene-284.23	0	0	6	0	2	0
VaccDscaff1-augustus-gene-285.26	6	10	2	0	0	2
VaccDscaff1-augustus-gene-285.28	0	0	0	0	0	0
VaccDscaff1-augustus-gene-285.31	36	16	15	27	26	39
VaccDscaff1-augustus-gene-286.15	0	0	0	0	0	0
VaccDscaff1-augustus-gene-287.25	0	0	0	0	8	0
VaccDscaff1-augustus-gene-287.28	2	19	4	86	1	22
VaccDscaff1-augustus-gene-288.28	3	13	1	9	2	3
VaccDscaff1-augustus-gene-289.32	0	0	0	0	0	0
VaccDscaff1-augustus-gene-289.33	1	0	0	0	0	0
VaccDscaff1-augustus-gene-29.23	2	3	5	0	2	0
VaccDscaff1-augustus-gene-29.24	0	0	0	0	0	0
VaccDscaff1-augustus-gene-29.25	0	0	0	0	0	0
VaccDscaff1-augustus-gene-29.26	10	1	0	0	2	1
VaccDscaff1-augustus-gene-29.27	0	0	0	0	0	0
VaccDscaff1-augustus-gene-290.24	2	0	2	0	0	2
VaccDscaff1-augustus-gene-290.26	2	2	12	0	0	0
VaccDscaff1-augustus-gene-291.23	1	0	3	0	0	0
VaccDscaff1-augustus-gene-291.24	0	6	6	0	0	4
VaccDscaff1-augustus-gene-291.25	0	20	0	39	1	5
VaccDscaff1-augustus-gene-291.29	0	0	0	0	0	0
VaccDscaff1-augustus-gene-292.28	0	0	1	0	0	0
VaccDscaff1-augustus-gene-292.29	0	4	2	2	8	0
VaccDscaff1-augustus-gene-292.31	1	10	8	0	0	8
VaccDscaff1-augustus-gene-292.32	10	16	23	16	56	10
VaccDscaff1-augustus-gene-293.20	54	4	99	22	128	20
VaccDscaff1-augustus-gene-294.32	0	0	0	0	0	0
VaccDscaff1-augustus-gene-295.30	0	0	0	0	0	0
VaccDscaff1-augustus-gene-296.27	4	0	0	0	6	0
VaccDscaff1-augustus-gene-296.29	0	4	0	0	0	2
VaccDscaff1-augustus-gene-296.30	0	1	0	0	0	2
VaccDscaff1-augustus-gene-296.31	0	0	0	2	4	0
VaccDscaff1-augustus-gene-296.32	0	0	0	0	0	2
VaccDscaff1-augustus-gene-297.31	0	0	0	0	0	0
VaccDscaff1-augustus-gene-298.22	0	0	0	0	0	0
VaccDscaff1-augustus-gene-298.23	0	0	0	4	0	0
VaccDscaff1-augustus-gene-298.25	0	12	0	10	2	3
VaccDscaff1-augustus-gene-299.28	0	0	0	0	0	0
VaccDscaff1-augustus-gene-299.29	0	0	0	0	0	0
VaccDscaff1-augustus-gene-299.30	0	0	0	0	0	0
VaccDscaff1-augustus-gene-299.31	4	0	0	0	0	0
VaccDscaff1-augustus-gene-299.32	3	0	0	0	0	0
VaccDscaff1-augustus-gene-3.18	0	2	10	8	0	2
VaccDscaff1-augustus-gene-3.19	2	20	8	16	0	6
VaccDscaff1-augustus-gene-3.20	0	0	0	0	0	0
VaccDscaff1-augustus-gene-3.27	8	11	4	8	13	4
VaccDscaff1-augustus-gene-30.36	6	6	4	4	4	0
VaccDscaff1-augustus-gene-300.35	10	0	2	0	3	6
VaccDscaff1-augustus-gene-301.21	0	0	0	0	0	0
VaccDscaff1-augustus-gene-301.23	0	2	0	0	0	0
VaccDscaff1-augustus-gene-302.27	39	20	35	8	22	18
VaccDscaff1-augustus-gene-302.30	6	0	24	0	0	0
VaccDscaff1-augustus-gene-303.31	0	0	0	0	0	0
VaccDscaff1-augustus-gene-303.36	0	0	0	0	2	0
VaccDscaff1-augustus-gene-304.27	0	0	0	0	0	0
VaccDscaff1-augustus-gene-304.30	0	0	0	0	0	0
VaccDscaff1-augustus-gene-305.21	0	0	0	4	0	0
VaccDscaff1-augustus-gene-305.23	4	16	17	9	22	5
VaccDscaff1-augustus-gene-307.25	0	0	0	0	0	0
VaccDscaff1-augustus-gene-307.26	0	0	0	1	0	0
VaccDscaff1-augustus-gene-308.27	1	2	6	2	0	6
VaccDscaff1-augustus-gene-308.28	2	6	0	0	2	0
VaccDscaff1-augustus-gene-308.29	0	0	0	0	0	0
VaccDscaff1-augustus-gene-308.30	0	4	0	0	2	6
VaccDscaff1-augustus-gene-308.32	0	0	0	0	0	0
